Campaign Name,Ad Group Name,Ad Name,Final URL,Headline 1,Headline 2,Description 1,Description 2,Call to Action,Video Script,Status
4H_2026_YouTube_remodels,remodels_video,YT-RM5,https://remodels.city/remodels?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_remodels_retarget-proof&utm_content=rm5_hk5_video&utm_term=owners_1-10,Remodelers are winning more es,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Remodeling contractor,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Remodeling contractors using our AI never miss a high-value kitchen or bath inquiry. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_cater,cater_video,CT-YT-VD-1,https://cater.city/cater?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_cater_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every catering company loses thou,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every catering company loses thousands per year to voicemail. [SOLUTION] cater.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at cater.city.,ACTIVE
4H_2026_YouTube_cater,cater_video,CT-YT-VD-2,https://cater.city/cater?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_cater_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your catering company. [DEMO] Prof,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your catering company. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at cater.city.",ACTIVE
4H_2026_YouTube_cater,cater_video,CT-YT-VD-3,https://cater.city/cater?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_cater_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A catering company owner was catering when three calls came in. AI answered all thr,$79/mo. No contracts. See it live.,Start free,[HOOK] A catering company owner was catering when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at cater.city for $79/mo.,ACTIVE
4H_2026_YouTube_cater,cater_video,CT-YT-VD-4,https://cater.city/cater?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_cater_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] cater.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_cater,cater_video,CT-YT-VD-5,https://cater.city/cater?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_cater_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] cater.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_renewables,renewables_video,YT-SL1,https://renewables.city/renewables?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_renewables_lead-burn&utm_content=sl1_hk1_video&utm_term=owners_1-10,You paid $80. Nobody answered.,AI answers your trade calls,HOOK: 'You paid $85 for that solar lead. They called. Voicemail. They called the next inst,$79/mo. No contracts. See it live.,See it live,HOOK: 'You paid $85 for that solar lead. They called. Voicemail. They called the next installer.' Show the lead attribution breakdown — cost vs. capture rate. Saw.City answers instantly. CTA: See it at renewables.city,ACTIVE
4H_2026_YouTube_renewables,renewables_video,YT-SL2,https://renewables.city/renewables?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_renewables_demo&utm_content=sl2_hk2_video&utm_term=owners_1-10,Hear the AI qualify your solar,AI answers your trade calls,"HOOK: Play Saw.City handling an inbound solar inquiry — home size, roof condition, current",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling an inbound solar inquiry — home size, roof condition, current bill, timeline. Show the qualification quality that books installs. CTA: Try it free at renewables.city",ACTIVE
4H_2026_YouTube_renewables,renewables_video,YT-SL3,https://renewables.city/renewables?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_renewables_awareness-lead-cost&utm_content=sl3_hk3_video&utm_term=owners_1-10,You paid $80 for that lead. No,AI answers your trade calls,"Solar leads cost $50–$150 each. After a homeowner fills out a form, they call the first in",$79/mo. No contracts. See it live.,Start free,"Solar leads cost $50–$150 each. After a homeowner fills out a form, they call the first installer who responds. If they call your number and get voicemail, that $80 lead just converted for a competitor. Saw.City answers every call within seconds.",ACTIVE
4H_2026_YouTube_renewables,renewables_video,YT-SL4,https://renewables.city/renewables?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_renewables_awareness-on-roof&utm_content=sl4_hk4_video&utm_term=owners_1-10,Can't answer from 30 feet up o,AI answers your trade calls,"Solar installers are on rooftops, running cable, and coordinating crews. Your phone rings ",$79/mo. No contracts. See it live.,Start free,"Solar installers are on rooftops, running cable, and coordinating crews. Your phone rings during installation and goes to voicemail. That was a new inbound lead. Saw.City answers, qualifies, and schedules — while you stay safe on the roof.",ACTIVE
4H_2026_YouTube_renewables,renewables_video,YT-SL5,https://renewables.city/renewables?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_renewables_retarget-proof&utm_content=sl5_hk5_video&utm_term=owners_1-10,Solar installers stop burning ,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Solar installers usin,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Solar installers using our AI capture every lead they paid for instead of watching them go cold. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_directional,directional_video,DB-YT-VD-1,https://directional.city/directional?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_directional_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every boring crew loses thousands,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every boring crew loses thousands per year to voicemail. [SOLUTION] directional.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at directional.city.,ACTIVE
4H_2026_YouTube_directional,directional_video,DB-YT-VD-2,https://directional.city/directional?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_directional_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your boring crew. [DEMO] Professio,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your boring crew. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at directional.city.",ACTIVE
4H_2026_YouTube_directional,directional_video,DB-YT-VD-3,https://directional.city/directional?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_directional_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A boring crew owner was boring when three calls came in. AI answered all three. Two,$79/mo. No contracts. See it live.,Start free,[HOOK] A boring crew owner was boring when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at directional.city for $79/mo.,ACTIVE
4H_2026_YouTube_directional,directional_video,DB-YT-VD-4,https://directional.city/directional?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_directional_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] directional.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_directional,directional_video,DB-YT-VD-5,https://directional.city/directional?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_directional_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] directional.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_sentry,sentry_video,YT-SY1,https://sentry.city/sentry?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_sentry_fear-trigger&utm_content=sy1_hk1_video&utm_term=owners_1-10,They had a break-in. They call,AI answers your trade calls,HOOK: 'Last night someone broke into their house. This morning they called you.' Show the ,$79/mo. No contracts. See it live.,See it live,"HOOK: 'Last night someone broke into their house. This morning they called you.' Show the fear, the urgency, the call going to voicemail. Show them booking the competitor who answered. Saw.City answers for you. CTA: See it at sentry.city",ACTIVE
4H_2026_YouTube_sentry,sentry_video,YT-SY2,https://sentry.city/sentry?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_sentry_demo&utm_content=sy2_hk2_video&utm_term=owners_1-10,Hear the AI handle a security ,AI answers your trade calls,"HOOK: Play Saw.City handling an urgent security call — type of system, timeline, property ",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling an urgent security call — type of system, timeline, property details, contact capture. Show the professionalism that earns trust. CTA: Try it free at sentry.city",ACTIVE
4H_2026_YouTube_sentry,sentry_video,YT-SY3,https://sentry.city/sentry?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_sentry_awareness-fear-urgency&utm_content=sy3_hk3_video&utm_term=owners_1-10,They called after a break-in. ,AI answers your trade calls,A homeowner was burglarized last night. They're scared. They want security installed this ,$79/mo. No contracts. See it live.,Start free,"A homeowner was burglarized last night. They're scared. They want security installed this week. They call the first 3 alarm companies they find. Whoever answers first — and sounds professional — gets the job. If you went to voicemail, you lost that call.",ACTIVE
4H_2026_YouTube_sentry,sentry_video,YT-SY4,https://sentry.city/sentry?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_sentry_awareness-on-install&utm_content=sy4_hk4_video&utm_term=owners_1-10,You can't answer while wiring ,AI answers your trade calls,"Security installation requires full focus — wiring, programming, testing. Your phone rings",$79/mo. No contracts. See it live.,Start free,"Security installation requires full focus — wiring, programming, testing. Your phone rings during a job and you can't answer. That's another homeowner who called after a scare and needs someone NOW. Saw.City answers every urgent call.",ACTIVE
4H_2026_YouTube_sentry,sentry_video,YT-SY5,https://sentry.city/sentry?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_sentry_retarget-proof&utm_content=sy5_hk5_video&utm_term=owners_1-10,Security installers capture mo,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Security alarm instal,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Security alarm installers using our AI capture every fear-triggered inquiry they used to miss on-site. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_esthetician,esthetician_video,ES-YT-VD-1,https://esthetician.city/esthetician?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_esthetician_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every esthetics studio loses thou,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every esthetics studio loses thousands per year to voicemail. [SOLUTION] esthetician.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at esthetician.city.,ACTIVE
4H_2026_YouTube_esthetician,esthetician_video,ES-YT-VD-2,https://esthetician.city/esthetician?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_esthetician_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your esthetics studio. [DEMO] Prof,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your esthetics studio. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at esthetician.city.",ACTIVE
4H_2026_YouTube_esthetician,esthetician_video,ES-YT-VD-3,https://esthetician.city/esthetician?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_esthetician_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A esthetics studio owner was treating clients when three calls came in. AI answered,$79/mo. No contracts. See it live.,Start free,[HOOK] A esthetics studio owner was treating clients when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at esthetician.city for $79/mo.,ACTIVE
4H_2026_YouTube_esthetician,esthetician_video,ES-YT-VD-4,https://esthetician.city/esthetician?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_esthetician_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] esthetician.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_esthetician,esthetician_video,ES-YT-VD-5,https://esthetician.city/esthetician?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_esthetician_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] esthetician.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_shrink,shrink_video,YT-SH1,https://shrink.city/shrink?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_shrink_vulnerable&utm_content=sh1_hk1_video&utm_term=owners_1-10,They called when they needed h,AI answers your trade calls,HOOK: 'Someone worked up the courage to call a therapist for the first time.' Show the emo,$79/mo. No contracts. See it live.,See it live,HOOK: 'Someone worked up the courage to call a therapist for the first time.' Show the emotional weight of that call going to voicemail. Show them putting the phone down and not calling back. Saw.City answers with warmth. CTA: See it at shrink.city,ACTIVE
4H_2026_YouTube_shrink,shrink_video,YT-SH2,https://shrink.city/shrink?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_shrink_demo&utm_content=sh2_hk2_video&utm_term=owners_1-10,Hear the AI answer for your pr,AI answers your trade calls,"HOOK: Play Saw.City handling a new patient inquiry — what they're seeking help with, insur",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling a new patient inquiry — what they're seeking help with, insurance, availability, contact. Show the warmth and professionalism that earns trust. CTA: Try it free at shrink.city",ACTIVE
4H_2026_YouTube_shrink,shrink_video,YT-SH3,https://shrink.city/shrink?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_shrink_awareness-vulnerable-moment&utm_content=sh3_hk3_video&utm_term=owners_1-10,They called during their harde,AI answers your trade calls,New therapy patients call when they've finally decided to get help. That decision is fragi,$79/mo. No contracts. See it live.,Start free,"New therapy patients call when they've finally decided to get help. That decision is fragile. If they call your practice and get voicemail, most of them don't call back — they call the next therapist on the list, or they stop trying altogether.",ACTIVE
4H_2026_YouTube_shrink,shrink_video,YT-SH4,https://shrink.city/shrink?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_shrink_awareness-in-session&utm_content=sh4_hk4_video&utm_term=owners_1-10,You're in session when new pat,AI answers your trade calls,Therapists can't answer their phone during sessions. But new patients don't know your sche,$79/mo. No contracts. See it live.,Start free,"Therapists can't answer their phone during sessions. But new patients don't know your schedule — they just know you didn't pick up when they needed help. Saw.City answers warmly, gathers intake info, and schedules their first appointment.",ACTIVE
4H_2026_YouTube_shrink,shrink_video,YT-SH5,https://shrink.city/shrink?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_shrink_retarget-proof&utm_content=sh5_hk5_video&utm_term=owners_1-10,Therapists are filling their c,AI answers your trade calls,Practitioners like you are already answering more calls with Saw.City. Private practice th,$79/mo. No contracts. See it live.,Start free,"Practitioners like you are already answering more calls with Saw.City. Private practice therapists using our AI capture new patient inquiries they used to miss between sessions. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_finish,finish_video,FC-YT-VD-1,https://finish.city/finish?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_finish_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every finish carpentry shop loses,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every finish carpentry shop loses thousands per year to voicemail. [SOLUTION] finish.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at finish.city.,ACTIVE
4H_2026_YouTube_finish,finish_video,FC-YT-VD-2,https://finish.city/finish?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_finish_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your finish carpentry shop. [DEMO],$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your finish carpentry shop. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at finish.city.",ACTIVE
4H_2026_YouTube_finish,finish_video,FC-YT-VD-3,https://finish.city/finish?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_finish_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A finish carpentry shop owner was finishing when three calls came in. AI answered a,$79/mo. No contracts. See it live.,Start free,[HOOK] A finish carpentry shop owner was finishing when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at finish.city for $79/mo.,ACTIVE
4H_2026_YouTube_finish,finish_video,FC-YT-VD-4,https://finish.city/finish?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_finish_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] finish.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_finish,finish_video,FC-YT-VD-5,https://finish.city/finish?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_finish_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] finish.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_fireprotection,fireprotection_video,FP-YT-VD-1,https://fireprotection.city/fireprotection?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_fireprotection_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every fire protection company los,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every fire protection company loses thousands per year to voicemail. [SOLUTION] fireprotection.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at fireprotection.city.,ACTIVE
4H_2026_YouTube_fireprotection,fireprotection_video,FP-YT-VD-2,https://fireprotection.city/fireprotection?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_fireprotection_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your fire protection company. [DEM,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your fire protection company. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at fireprotection.city.",ACTIVE
4H_2026_YouTube_fireprotection,fireprotection_video,FP-YT-VD-3,https://fireprotection.city/fireprotection?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_fireprotection_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A fire protection company owner was installing systems when three calls came in. AI,$79/mo. No contracts. See it live.,Start free,[HOOK] A fire protection company owner was installing systems when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at fireprotection.city for $79/mo.,ACTIVE
4H_2026_YouTube_fireprotection,fireprotection_video,FP-YT-VD-4,https://fireprotection.city/fireprotection?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_fireprotection_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] fireprotection.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_fireprotection,fireprotection_video,FP-YT-VD-5,https://fireprotection.city/fireprotection?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_fireprotection_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] fireprotection.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_groom,groom_video,GM-YT-VD-1,https://groom.city/groom?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_groom_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every grooming studio loses thous,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every grooming studio loses thousands per year to voicemail. [SOLUTION] groom.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at groom.city.,ACTIVE
4H_2026_YouTube_groom,groom_video,GM-YT-VD-2,https://groom.city/groom?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_groom_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your grooming studio. [DEMO] Profe,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your grooming studio. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at groom.city.",ACTIVE
4H_2026_YouTube_groom,groom_video,GM-YT-VD-3,https://groom.city/groom?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_groom_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A grooming studio owner was grooming when three calls came in. AI answered all thre,$79/mo. No contracts. See it live.,Start free,[HOOK] A grooming studio owner was grooming when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at groom.city for $79/mo.,ACTIVE
4H_2026_YouTube_groom,groom_video,GM-YT-VD-4,https://groom.city/groom?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_groom_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] groom.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_groom,groom_video,GM-YT-VD-5,https://groom.city/groom?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_groom_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] groom.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_grout,grout_video,GR-YT-VD-1,https://grout.city/grout?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_grout_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every tile crew loses thousands p,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every tile crew loses thousands per year to voicemail. [SOLUTION] grout.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at grout.city.,ACTIVE
4H_2026_YouTube_grout,grout_video,GR-YT-VD-2,https://grout.city/grout?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_grout_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your tile crew. [DEMO] Professiona,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your tile crew. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at grout.city.",ACTIVE
4H_2026_YouTube_grout,grout_video,GR-YT-VD-3,https://grout.city/grout?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_grout_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A tile crew owner was grouting when three calls came in. AI answered all three. Two,$79/mo. No contracts. See it live.,Start free,[HOOK] A tile crew owner was grouting when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at grout.city for $79/mo.,ACTIVE
4H_2026_YouTube_grout,grout_video,GR-YT-VD-4,https://grout.city/grout?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_grout_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] grout.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
