Campaign Name,Ad Name,Headline,Introductory Text,Destination URL,Image URL,Call to Action,Status
4H_2026_bookkeeper_awareness,BK-LI-RT-2,You've seen it. Now run it.,You checked out bookkeeper.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,Start free,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your bookkeeping firm for $79/mo. You can cancel anytime. But you won't want to.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,See it live,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your bookkeeping firm callers hear when AI answers. Spoiler: it sounds great. bookkeeper.city — $79/mo.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,Hear it,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. bookkeeper.city — the $79/mo upgrade your bookkeeping firm needs.",https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,See it live,ACTIVE
4H_2026_refrigeration_awareness,LI-RF1,Walk-in down at 6am. Who answers?,"A restaurant's walk-in fails at 6am before service. Every hour of downtime costs $500–$2,000 in spoilage and lost revenue. The owner calls every refrigeration tech they can find. The first one who answers gets a premium emergency rate AND a long-term service relationship.",https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_emergency&utm_content=rf1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,See it live,ACTIVE
4H_2026_refrigeration_awareness,LI-RF2,You're already on a job when emergencies call,Refrigeration techs are always either on-site or in transit. The next commercial client calling for emergency service gets whoever answers. Saw.City answers every call professionally and dispatches based on your availability. Never miss an emergency again.,https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_on-call&utm_content=rf2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,Start free,ACTIVE
4H_2026_refrigeration_awareness,LI-RF3,Restaurants pay premium for fast response,"Commercial refrigeration clients pay 2-3x standard rates for emergency response. They're not price-shopping — they're speed-shopping. Saw.City makes you the first to respond to every emergency call in your area, for $79/mo.",https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_restaurant&utm_content=rf3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,Hear it,ACTIVE
4H_2026_refrigeration_awareness,LI-RF4,Refrigeration techs capture more emergency calls,"Contractors like you are already answering more calls with Saw.City. Refrigeration techs using our AI capture emergency service calls they used to miss while on another job. $79/mo, no contract.",https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_retarget-social-proof&utm_content=rf4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,Start now,ACTIVE
4H_2026_refrigeration_awareness,LI-RF5,One emergency call pays 6 months of Saw.City,"Saw.City is $79/mo. One emergency refrigeration call averages $500–$2,000+. You're missing at least one per week while you're on-site. That's thousands in missed emergency revenue every month.",https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_retarget-roi&utm_content=rf5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,Get it now,ACTIVE
4H_2026_refrigeration_awareness,LI-RF6,"Be the first tech they reach, every time",You've been thinking about this. Refrigeration techs like you are using Saw.City to be the first answer on every emergency call. Setup: 15 minutes. Be the first response in your market. Start now.,https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_retarget-easy&utm_content=rf6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,Start free,ACTIVE
4H_2026_refrigeration_awareness,LI-RF7,Walk-in fails. Restaurant calls. Who answers?,"HOOK: 'It's 5:47am. A restaurant's walk-in failed overnight. Owner is calling every refrigeration tech in the city.' Show panic, calls going to voicemail, then Saw.City answering instantly. CTA: See it at refrigeration.city",https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_video-emergency&utm_content=rf7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,See it live,ACTIVE
4H_2026_refrigeration_awareness,LI-RF8,Hear the AI handle a refrigeration emergency,"HOOK: Play Saw.City answering a walk-in emergency call — equipment type, urgency, location, contact. Show the response quality that earns premium rates. CTA: Try it free at refrigeration.city",https://refrigeration.city/refrigeration?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_refrigeration_video-demo&utm_content=rf8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/refrigeration-hero.jpg,See it live,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-AW-1,Stop missing calls. Start winning jobs.,A missed carpet cleaning call walked straight to your competitor. Every unanswered call is money walking out the door. carpetcleaning.city — AI answers every call for $79/mo.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,See it live,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-AW-2,First to answer wins. Always.,The carpet cleaning crew that answers first wins the job. Simple math. carpetcleaning.city puts AI on your phones 24/7 for $79/mo.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,Hear it,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-AW-3,AI answers. You close the job.,What if every call to your carpet cleaning crew got answered — even at 11pm? carpetcleaning.city makes it real for $79/mo.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,Start free,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. carpetcleaning.city — $79/mo.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,Get it now,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-RT-2,You've seen it. Now run it.,You checked out carpetcleaning.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,Start free,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your carpet cleaning crew for $79/mo. You can cancel anytime. But you won't want to.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,See it live,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your carpet cleaning crew callers hear when AI answers. Spoiler: it sounds great. carpetcleaning.city — $79/mo.,https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,Hear it,ACTIVE
4H_2026_carpetcleaning_awareness,CC-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. carpetcleaning.city — the $79/mo upgrade your carpet cleaning crew needs.",https://carpetcleaning.city/carpetcleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_carpetcleaning_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/carpet-cleaning-hero.png,See it live,ACTIVE
4H_2026_remodels_awareness,LI-RM1,Kitchen remodel leads close in 48 hours,"Homeowners who decide to remodel don't wait. They call 3-4 contractors, meet with whoever responds quickly, and sign within 48-72 hours. You're mid-demo when they call. That $40,000 kitchen project just went to someone who answered.",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_high-value&utm_content=rm1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,See it live,ACTIVE
4H_2026_remodels_awareness,LI-RM2,Your best referral got sent to voicemail,"In remodeling, referrals are gold. When a homeowner refers you and the prospect calls and gets voicemail, that warm lead goes cold instantly. Saw.City answers every call — especially the high-value referral ones.",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_referral&utm_content=rm2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,Start free,ACTIVE
4H_2026_remodels_awareness,LI-RM3,"800,000 remodelers compete for every job","The remodeling market is massive and fragmented. Your differentiator isn't price or portfolio — it's responsiveness. The contractor who answers first and sounds professional wins the estimate. Saw.City makes that contractor you, for $79/mo.",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_competitive&utm_content=rm3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,Hear it,ACTIVE
4H_2026_remodels_awareness,LI-RM4,Remodelers are winning more estimates,"Contractors like you are already answering more calls with Saw.City. Remodeling contractors using our AI never miss a high-value kitchen or bath inquiry. $79/mo, no contract.",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_retarget-social-proof&utm_content=rm4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,Start now,ACTIVE
4H_2026_remodels_awareness,LI-RM5,One kitchen remodel pays for years of Saw.City,"Saw.City is $79/mo. One kitchen remodel averages $35,000–$75,000. You're missing at least one inquiry per month while you're mid-project. Stop handing six-figure jobs to contractors who answer their phones.",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_retarget-roi&utm_content=rm5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,Get it now,ACTIVE
4H_2026_remodels_awareness,LI-RM6,Every inquiry answered. Every estimate scheduled.,You've been thinking about this. Remodeling contractors like you are using Saw.City to capture every high-value inquiry without interrupting active projects. Setup: 15 minutes. Start now.,https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_retarget-easy&utm_content=rm6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,Start free,ACTIVE
4H_2026_remodels_awareness,LI-RM7,Mid-demo. Phone rings. $50K job goes elsewhere.,"HOOK: 'You're swinging a demo hammer. Dust everywhere. Phone rings.' Show the missed kitchen remodel inquiry — $50,000 project. Show the homeowner booking your competitor. Saw.City answers for you. CTA: See it at remodels.city",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_video-day-in-life&utm_content=rm7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,See it live,ACTIVE
4H_2026_remodels_awareness,LI-RM8,Hear the AI book your next remodel estimate,"HOOK: Play Saw.City handling a kitchen remodel inquiry — scope, budget, timeline, contact capture. Show what professional responsiveness looks like. CTA: Try it free at remodels.city",https://remodels.city/remodels?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_remodels_video-demo&utm_content=rm8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/remodeling-hero.jpg,See it live,ACTIVE
4H_2026_cater_awareness,CT-LI-AW-1,Stop missing calls. Start winning jobs.,Events book fast. A missed call means someone else caters it. Every unanswered call is money walking out the door. cater.city — AI answers every call for $79/mo.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,See it live,ACTIVE
4H_2026_cater_awareness,CT-LI-AW-2,First to answer wins. Always.,The catering company that answers first wins the job. Simple math. cater.city puts AI on your phones 24/7 for $79/mo.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,Hear it,ACTIVE
4H_2026_cater_awareness,CT-LI-AW-3,AI answers. You close the job.,What if every call to your catering company got answered — even at 11pm? cater.city makes it real for $79/mo.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,Start free,ACTIVE
4H_2026_cater_awareness,CT-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. cater.city — $79/mo.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,Get it now,ACTIVE
4H_2026_cater_awareness,CT-LI-RT-2,You've seen it. Now run it.,You checked out cater.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,Start free,ACTIVE
4H_2026_cater_awareness,CT-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your catering company for $79/mo. You can cancel anytime. But you won't want to.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,See it live,ACTIVE
4H_2026_cater_awareness,CT-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your catering company callers hear when AI answers. Spoiler: it sounds great. cater.city — $79/mo.,https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,Hear it,ACTIVE
4H_2026_cater_awareness,CT-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. cater.city — the $79/mo upgrade your catering company needs.",https://cater.city/cater?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_cater_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/catering-hero.png,See it live,ACTIVE
4H_2026_renewables_awareness,LI-SL1,You paid $80 for that lead. Nobody answered.,"Solar leads cost $50–$150 each. After a homeowner fills out a form, they call the first installer who responds. If they call your number and get voicemail, that $80 lead just converted for a competitor. Saw.City answers every call within seconds.",https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_lead-cost&utm_content=sl1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,See it live,ACTIVE
4H_2026_renewables_awareness,LI-SL2,Can't answer from 30 feet up on a roof,"Solar installers are on rooftops, running cable, and coordinating crews. Your phone rings during installation and goes to voicemail. That was a new inbound lead. Saw.City answers, qualifies, and schedules — while you stay safe on the roof.",https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_on-roof&utm_content=sl2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,Start free,ACTIVE
4H_2026_renewables_awareness,LI-SL3,Solar leads go cold in 2 hours,"Research shows inbound solar leads convert 21x better when called back within 5 minutes. After 2 hours, conversion drops by 80%. Saw.City answers every call instantly so you never lose a lead to response time again.",https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_time-sensitive&utm_content=sl3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,Hear it,ACTIVE
4H_2026_renewables_awareness,LI-SL4,Solar installers stop burning lead budgets,"Contractors like you are already answering more calls with Saw.City. Solar installers using our AI capture every lead they paid for instead of watching them go cold. $79/mo, no contract.",https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_retarget-social-proof&utm_content=sl4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,Start now,ACTIVE
4H_2026_renewables_awareness,LI-SL5,One solar install = 18 months of Saw.City,"Saw.City is $79/mo. One residential solar install is worth $15,000–$30,000. You're losing at least 2-3 leads per month to voicemail. That's $30,000–$90,000 in annual revenue you're handing to competitors.",https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_retarget-roi&utm_content=sl5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,Get it now,ACTIVE
4H_2026_renewables_awareness,LI-SL6,Never burn another solar lead,You've been thinking about this. Solar installers like you are using Saw.City to capture every lead they've already paid for. Setup: 15 minutes. Your next paid lead gets answered instantly. Start now.,https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_retarget-easy&utm_content=sl6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,Start free,ACTIVE
4H_2026_renewables_awareness,LI-SL7,You paid $80. Nobody answered. Lead's gone.,HOOK: 'You paid $85 for that solar lead. They called. Voicemail. They called the next installer.' Show the lead attribution breakdown — cost vs. capture rate. Saw.City answers instantly. CTA: See it at renewables.city,https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_video-lead-burn&utm_content=sl7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,See it live,ACTIVE
4H_2026_renewables_awareness,LI-SL8,Hear the AI qualify your solar lead,"HOOK: Play Saw.City handling an inbound solar inquiry — home size, roof condition, current bill, timeline. Show the qualification quality that books installs. CTA: Try it free at renewables.city",https://renewables.city/renewables?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_renewables_video-demo&utm_content=sl8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/solar-hero.jpg,See it live,ACTIVE
4H_2026_directional_awareness,DB-LI-AW-1,Stop missing calls. Start winning jobs.,Directional boring contracts don't wait for callbacks. Every unanswered call is money walking out the door. directional.city — AI answers every call for $79/mo.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,See it live,ACTIVE
4H_2026_directional_awareness,DB-LI-AW-2,First to answer wins. Always.,The boring crew that answers first wins the job. Simple math. directional.city puts AI on your phones 24/7 for $79/mo.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,Hear it,ACTIVE
4H_2026_directional_awareness,DB-LI-AW-3,AI answers. You close the job.,What if every call to your boring crew got answered — even at 11pm? directional.city makes it real for $79/mo.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,Start free,ACTIVE
4H_2026_directional_awareness,DB-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. directional.city — $79/mo.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,Get it now,ACTIVE
4H_2026_directional_awareness,DB-LI-RT-2,You've seen it. Now run it.,You checked out directional.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,Start free,ACTIVE
4H_2026_directional_awareness,DB-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your boring crew for $79/mo. You can cancel anytime. But you won't want to.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,See it live,ACTIVE
4H_2026_directional_awareness,DB-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your boring crew callers hear when AI answers. Spoiler: it sounds great. directional.city — $79/mo.,https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,Hear it,ACTIVE
4H_2026_directional_awareness,DB-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. directional.city — the $79/mo upgrade your boring crew needs.",https://directional.city/directional?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_directional_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/directional-boring-hero.png,See it live,ACTIVE
4H_2026_sentry_awareness,LI-SY1,They called after a break-in. Nobody answered.,"A homeowner was burglarized last night. They're scared. They want security installed this week. They call the first 3 alarm companies they find. Whoever answers first — and sounds professional — gets the job. If you went to voicemail, you lost that call.",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_fear-urgency&utm_content=sy1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,See it live,ACTIVE
4H_2026_sentry_awareness,LI-SY2,You can't answer while wiring an alarm panel,"Security installation requires full focus — wiring, programming, testing. Your phone rings during a job and you can't answer. That's another homeowner who called after a scare and needs someone NOW. Saw.City answers every urgent call.",https://sentry.city/sentry?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_sentry_on-install&utm_content=sy2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/security-alarms-hero.jpg,Start free,ACTIVE
